japanese,copies,id,en,score,ja_ex,ko,zh,action
弄る,2,1623,play,25,スマートフォンを弄る。,만지작거린다,摆弄,KEEP
弄る,2,2719,to touch *DIFF*,25,彼はいつもスマートフォンを弄っている。,만지다,摸,DISCARD
煙たい,2,1624,smoky,25,この部屋は少し煙たいです。,매캐합니다,烟,KEEP
煙たい,2,3511,smoky,25,この部屋は煙たくて、目が痛くなる。,연기 자욱한,烟雾弥漫的,DISCARD
きっちり,2,1626,exactly,25,私は毎日きっちり８時間働きます。,딱,точно,KEEP
きっちり,2,3296,precisely *DIFF*,25,彼はいつも約束の時間をきっちり守る人だ。,정확히,准确地,DISCARD
カンニング,2,1627,cheat,25,試験でカンニングをしてはいけません。,커닝,作弊,KEEP
カンニング,2,5869,cunning *DIFF*,25,試験中にカンニングをしているのが見つかり、その学生は0点になりました。,교활한,狡猾,DISCARD
ナンセンス,2,1628,Nonsense,25,そんな言い訳はナンセンスだ。,난센스,胡说八道,KEEP
ナンセンス,2,5963,nonsense,25,彼の提案は全くナンセンスだ。時間と労力の無駄だよ。,말도 안 되는 소리,胡说,DISCARD
愛想,2,1629,friendly,25,彼女はいつも愛想がいいです。,붙임성,友善,KEEP
愛想,2,2565,civility *DIFF*,25,あの店員は客に全く愛想がない。,정중함,礼貌,DISCARD
特技,2,1632,special skill,25,私の特技はピアノです。,특기,特长,KEEP
特技,2,4767,special skill,25,私の特技はピアノを弾くことです。,특기,特殊技能,DISCARD
密接,2,1633,Close,25,彼らは密接な関係です。,밀접,密切,KEEP
密接,2,5531,related *DIFF*,25,この二つの問題は密接に関係している。,관련된,相关的,DISCARD
教訓,2,1634,lesson,25,この失敗は良い教訓になりました。,교훈,教训,KEEP
教訓,2,3341,lesson,25,失敗から貴重な教訓を学んだ。,교훈,教训,DISCARD
健全,2,1635,sound,25,健全な精神は健全な肉体に宿る。,건전,健康,KEEP
健全,2,3523,health *DIFF*,25,健全な生活習慣は心身の健康を保つために重要です。,건강,健康,DISCARD
危害,2,1636,harm,25,タバコは健康に危害を及ぼす。,해,危害,KEEP
危害,2,3260,injury *DIFF*,25,子供に危害を加える行為は、決して許されるものではありません。,부상,伤害,DISCARD
自惚れる,2,1637,conceited,25,彼は自分の才能に自惚れている。,자만,自负,KEEP
自惚れる,2,1809,conceited,25,彼は自分の才能に自惚れている。,자만,自负,DISCARD
あやふや,2,1640,vague,25,記憶があやふやです。,흐릿합니다,模糊,KEEP
あやふや,2,2647,uncertain *DIFF*,25,彼の説明はあやふやで、よく理解できなかった。,불확실하다,不确定,DISCARD
形勢,2,1643,situation,25,試合の形勢は変わりやすいです。,형세,形势,KEEP
形勢,2,3479,condition *DIFF*,25,試合の形勢は不利になったが、選手たちは諦めなかった。,상태,状况,DISCARD
厳密,2,1644,Strict,25,厳密に言うと、それは少し違います。,엄밀,严格,KEEP
厳密,2,3554,strict,25,この実験は厳密な手順に従って行われた。,엄격한,严格,DISCARD
付録,2,1645,appendix,25,この雑誌には付録があります。,부록,附录,KEEP
付録,2,5286,appendix,25,この本の付録には、詳細なデータが記載されています。,부록,附录,DISCARD
未練,2,1648,lingering feelings,25,彼女に未練はないです。,미련,留恋,KEEP
未練,2,5546,lingering affection *DIFF*,25,彼はまだ彼女に未練があるようだ。,남아있는 애정,挥之不去的爱意,DISCARD
概説,2,1649,Overview,25,先生は歴史を概説しました。,개설,概括,KEEP
概説,2,3220,general statement *DIFF*,25,この本の冒頭には、全体の概説があります。,일반적인 진술,一般性声明,DISCARD
圏,2,1650,area,25,東京は首都圏です。,권,圈,KEEP
圏,2,3515,sphere *DIFF*,25,東京圏は人口が密集している。,영역,领域,DISCARD
取り次ぐ,2,1651,Transfer,25,電話を取り次ぎます。,연결,转接,KEEP
取り次ぐ,2,4825,to act as an agent for *DIFF*,25,秘書が社長に電話を取り次いだ。,대리인 역할을 하다,作为...的代理人,DISCARD
冴える,2,1652,clear,25,月が冴える。,맑다,清澈,KEEP
冴える,2,3751,to be clear *DIFF*,25,今夜は月が冴えていて、星がよく見える。,명확하다,清楚,DISCARD
スペース,2,1657,space,25,ここにスペースがあります。,공간,空间,KEEP
スペース,2,5915,space,25,この部屋には広いスペースがあるので、家具を置くことができます。,공간,空间,DISCARD
明白,2,1658,obvious,25,それは明白です。,명백,明白,KEEP
明白,2,2580,obvious,25,彼の潔白は誰の目にも明白だった。,명백한,明显的,DISCARD
野心,2,1659,ambition,25,彼には大きな野心があります。,야심,野心,KEEP
野心,2,5662,ambition,25,彼は大きな野心を持って世界を変えようとしている。,야망,抱负,DISCARD
頑固,2,1661,stubborn,25,父はとても頑固です。,완고,顽固,KEEP
頑固,2,3246,stubbornness *DIFF*,25,彼は非常に頑固な性格なので、なかなか意見を変えません。,고집,固执,DISCARD
起伏,2,1662,ups and downs,25,この道は起伏が多いです。,기복,起伏,KEEP
起伏,2,3307,undulation *DIFF*,25,この地域の地形は起伏に富んでおり、美しい景色を作り出している。,기복,起伏,DISCARD
補充,2,1663,replenish,25,水を補充してください。,보충,补充,KEEP
補充,2,5393,supplementation *DIFF*,25,消耗品の補充を忘れずに行ってください。,보충,补充,DISCARD
統合,2,1664,merged,25,二つの会社は統合しました。,통합,合并了,KEEP
統合,2,4742,integration *DIFF*,25,複数のシステムを統合することで、効率が向上した。,통합,整合,DISCARD
打開,2,1665,break,25,問題点を打開するために、話し合いましょう。,타개,打破,KEEP
打開,2,4497,break in the deadlock *DIFF*,25,長引く交渉の打開には、双方の譲歩が不可欠だ。,교착 상태의 돌파구,打破僵局,DISCARD
興じる,2,1667,enjoy,25,子供たちは庭で遊戯に興じる。,즐거워한다,兴致勃勃地,KEEP
興じる,2,3352,to amuse oneself *DIFF*,25,子供たちは、新しいゲームに興じて時間を忘れていた。,재미있게 놀다,自娱自乐,DISCARD
疎か,2,1669,Neglect,25,勉強を疎かにすると、成績が悪くなります。,소홀히,疏忽,KEEP
疎か,2,3011,neglect,25,彼は最近、健康管理が疎かだ。,소홀히 하다,忽视,DISCARD
セレモニー,2,1672,ceremony,25,入学式は大切なセレモニーです。,세레모니,仪式,KEEP
セレモニー,2,5921,ceremony,25,卒業セレモニーは感動的な瞬間でした。,의식,仪式,DISCARD
便宜,2,1674,null,25,この店の商品は、とても便宜です。,null,便宜,KEEP
便宜,2,5346,convenience *DIFF*,25,お客様の便宜を図るため、無料送迎バスをご用意しております。,편의,方便,DISCARD
進呈,2,1678,Present,25,社長は社員に記念品を進呈しました。,진정,赠送,KEEP
進呈,2,4059,presentation *DIFF*,25,長年の貢献を称え、彼に特別な感謝状を進呈した。,발표,演示,DISCARD
名誉,2,1679,honor,25,彼は名誉のために戦った。,명예,荣誉,KEEP
名誉,2,5583,honor,25,彼の長年の努力が実を結び、チームに名誉をもたらした。,명예,荣誉,DISCARD
処置,2,1680,treated,25,医者は怪我に処置をしました。,처치,处理,KEEP
処置,2,4017,treatment *DIFF*,25,傷口の応急処置をすぐにしてください。,치료,治疗,DISCARD
察する,2,1681,guess,25,彼女は私の気持ちを察する。,짐작한다,察觉,KEEP
察する,2,3785,to guess *DIFF*,25,彼女の表情から、彼女が怒っていることを察した。,추측하다,猜,DISCARD
弾く,2,1683,bounces,25,ボールが地面を弾く。,튕긴다,弹跳,KEEP
弾く,2,5067,to flip *DIFF*,25,コインを弾いて、どちらが先に始めるか決めよう。,던지다,抛,DISCARD
到底,2,1686,at all,25,私は日本語が到底上手ではありません。,도저히,到底,KEEP
到底,2,4751,(cannot) possibly *DIFF*,25,こんな難しい問題は、私には到底解けない。,도저히,根本不可能,DISCARD
ジャンル,2,1687,Genre,25,この本はどんなジャンルですか。,장르,类型,KEEP
ジャンル,2,5906,genre,25,この本はどのジャンルに属しますか？,장르,类型,DISCARD
革新,2,1689,innovation,25,この会社はいつも革新を求めています。,혁신,创新,KEEP
革新,2,3071,reform *DIFF*,25,その企業は常に技術革新を追求している。,개혁,改革,DISCARD
介入,2,1690,intervene,25,先生は生徒のけんかに介入しませんでした。,개입,介入,KEEP
介入,2,3040,intervention *DIFF*,25,政府は市場への不必要な介入を避けるべきだ。,개입,干预,DISCARD
向上,2,1691,improve,25,日本語の能力を向上させたいです。,향상,提高,KEEP
向上,2,3592,elevation *DIFF*,25,彼の日本語能力は飛躍的に向上した。,승진,晋升,DISCARD
切実,2,1692,desperate,25,彼女は仕事がなくて、生活が切実です。,절실,迫切,KEEP
切実,2,4268,compelling *DIFF*,25,彼の訴えは、社会の不公平に対する切実な思いが込められていた。,설득력 있는,令人信服的,DISCARD
誇張,2,1694,exaggerated,25,彼の話は少し誇張されています。,과장,夸张,KEEP
誇張,2,3661,exaggeration *DIFF*,25,彼の話にはいつも少し誇張が含まれている。,과장,夸张,DISCARD
意欲,2,1695,motivated,25,彼は新しい仕事に意欲があります。,의욕,意欲,KEEP
意欲,2,2785,will *DIFF*,25,彼は仕事に対する意欲が非常に高いです。,의지,意志,DISCARD
心得,2,1696,keep in mind,25,運転する時、安全第一を心得てください。,명심하세요,记住,KEEP
心得,2,3635,knowledge *DIFF*,25,新入社員は仕事の心得を学ぶ必要がある。,지식,知识,DISCARD
明かす,2,1697,reveal,25,秘密を明かすな。,밝히다,泄露,KEEP
明かす,2,2578,to pass *DIFF*,25,私たちは夜通し語り明かした。,지나가다,经过,DISCARD
すばしこい,2,1699,nimble,25,ねこはすばしこいです。,잽싸다,敏捷,KEEP
すばしこい,2,4192,nimble,25,その泥棒はすばしこくフェンスを乗り越えて逃げ去った。,민첩한,敏捷,DISCARD
ファイト,2,1702,Fight,25,明日もファイト！,화이팅,加油,KEEP
ファイト,2,5979,fight,25,明日の試合、ファイトで頑張ろう！,싸움,战斗,DISCARD
身なり,2,1704,Appearance,25,彼はいつもきちんとした身なりをしています。,모습,穿着,KEEP
身なり,2,5539,personal appearance *DIFF*,25,彼はいつも身なりに気を遣っていて、清潔感がある。,외모,个人形象,DISCARD
振り出し,2,1705,square one,25,雨が止んで、振り出しに戻った。,출발점,起点,KEEP
振り出し,2,5282,outset *DIFF*,25,計画は失敗に終わり、全てが振り出しに戻った。,시작,开端,DISCARD
選考,2,1706,screening,25,書類選考の結果が出ました。,심사,筛选,KEEP
選考,2,4281,selection *DIFF*,25,新入社員の選考プロセスは非常に厳しいです。,선발,选拔,DISCARD
辻褄,2,1708,sense,25,彼の話は辻褄が合わない。,앞뒤,前后矛盾,KEEP
辻褄,2,4624,coherence *DIFF*,25,彼の話は辻褄が合わず、何が真実なのか判断できなかった。,일관성,连贯性,DISCARD
破棄,2,1709,discarded,25,古い書類を破棄しました。,파기,丢弃,KEEP
破棄,2,5053,revocation *DIFF*,25,彼は契約を破棄する決定を下した。,철회,撤销,DISCARD
壮大,2,1710,grand,25,その映画はとても壮大でした。,웅장했습니다,壮大,KEEP
壮大,2,4328,magnificent *DIFF*,25,そのオペラのフィナーレは、壮大なスケールで観客を圧倒した。,웅장한,壮丽,DISCARD
設立,2,1711,established,25,新しい会社を設立しました。,설립,成立,KEEP
設立,2,4271,establishment *DIFF*,25,来月、新しい支店を設立する予定です。,설립,设立,DISCARD
手遅れ,2,1712,Too late,25,今からでは、もう手遅れです。,늦었습니다,晚了,KEEP
手遅れ,2,4672,too late,25,医者が到着した時には、もう助けるには手遅れだった。,너무 늦었다,太晚了,DISCARD
一息,2,1713,break,25,ここで一息つきましょう。,숨,休息,KEEP
一息,2,5185,puffy *DIFF*,25,長い会議の後、やっと一息つくことができた。,부은,浮肿的,DISCARD
貧弱,2,1714,weak,25,彼の体は貧弱です。,빈약,贫弱,KEEP
貧弱,2,5219,poor *DIFF*,25,彼のプレゼンテーションは内容が貧弱だった。,가난한,贫穷,DISCARD
規格,2,1716,standard,25,この製品は新しい規格に合っています。,규격,规格,KEEP
規格,2,3256,standard,25,この製品は、厳格な品質規格を満たしています。,표준,标准,DISCARD
持て成す,2,1719,entertain,25,友達を家で持て成す。,대접할,招待,KEEP
持て成す,2,5629,to entertain *DIFF*,25,私たちは遠方からのお客様を温かく持て成した。,접대하다,招待,DISCARD
一挙に,2,1726,All at once,25,彼は一挙にケーキを食べました。,일거에,一下子,KEEP
一挙に,2,2755,at a stroke *DIFF*,25,新しいシステムは、全ての問題を一挙に解決した。,한번에,一举,DISCARD
ぶらぶら,2,1727,stroll leisurely,25,公園をぶらぶら歩きます。,어슬렁어슬렁,闲逛,KEEP
ぶらぶら,2,5309,dangle heavily *DIFF*,25,熟した柿が枝からぶらぶらと下がっている。,무겁게 매달리다,沉重地垂着,DISCARD
どうにか,2,1728,somehow,25,どうにか間に合った。,겨우,总算,KEEP
どうにか,2,4858,in some way or other *DIFF*,25,どうにかこのプロジェクトを期限までに終わらせなければならない。,어떤 식으로든,以某种方式,DISCARD
且つ,2,1729,and also,25,彼は頭が良く、且つ親切です。,또한,而且,KEEP
且つ,2,3122,yet *DIFF*,25,彼は研究者であり、且つ優秀な教育者でもある。,그러나,然而,DISCARD
デザート,2,1730,Dessert,25,私はデザートを食べます。,디저트,甜点,KEEP
デザート,2,5949,dessert,25,デザートは別腹だとよく言われますね。,디저트,甜点,DISCARD
ロマンチック,2,1732,romantic,25,夜景はとてもロマンチックです。,로맨틱,浪漫,KEEP
ロマンチック,2,6036,romantic,25,あのレストランのロマンチックな雰囲気はデートにぴったりです。,낭만적인,浪漫的,DISCARD
円滑,2,1733,Smooth,25,会議を円滑に進めましょう。,원활,顺利,KEEP
円滑,2,2878,harmony *DIFF*,25,会議が円滑に進むよう、事前に議題を共有しました。,조화,和谐,DISCARD
結束,2,1735,unity,25,チームの結束は強いです。,결속,团结,KEEP
結束,2,3502,union *DIFF*,25,チームの結束が勝利に繋がった。,연합,联盟,DISCARD
報じる,2,1740,report,25,テレビでニュースを報じる。,보도된다,报道,KEEP
報じる,2,5368,to inform *DIFF*,25,新聞が最新のニュースを報じる。,알리다,告知,DISCARD
やんわり,2,1742,Gently,25,先生はやんわりと注意した。,부드럽게,委婉地,KEEP
やんわり,2,1888,gentle *DIFF*,25,先生はやんわりと注意した。,살며시,委婉地,DISCARD
フォロー,2,1744,Follow,25,彼女をフォローします。,따라갈,关注,KEEP
フォロー,2,1945,Follow,25,彼女をフォローします。,팔로우,关注,DISCARD
実情,2,1747,actual state,25,会社の経営の実情を知りたいです。,실정,实情,KEEP
実情,2,4104,real condition *DIFF*,25,彼の国の実情を知りたい。,실상,实际情况,DISCARD
意地,2,1756,stubborn,25,意地を張らないで。,고집,固执,KEEP
意地,2,2716,disposition *DIFF*,25,彼は一度決めたことは、意地でもやり遂げる。,기질,性格,DISCARD
世論,2,1761,public opinion,25,世論は大切です。,여론,舆论,KEEP
世論,2,4273,public opinion,25,政府は世論に耳を傾けるべきだ。,여론,公众舆论,DISCARD
窮屈,2,1762,cramped,25,この部屋は少し窮屈です。,갑갑합니다,拥挤,KEEP
窮屈,2,3322,narrow *DIFF*,25,この狭い空間では、体が窮屈に感じる。,좁은,窄,DISCARD
廃棄,2,1764,Discard,25,古い本を廃棄します。,폐기,丢弃,KEEP
廃棄,2,5028,annullment *DIFF*,25,古いデータはすべて、セキュリティ上の理由から定期的に廃棄されます。,무효화,撤销,DISCARD
悼む,2,1778,mourn,25,私たちは彼の死を悼む。,애도한다,悼念,KEEP
悼む,2,2035,mourn,25,人々は彼の死を悼む。,애도한다,悼念,DISCARD
拝む,2,1780,pray,25,神社で神様を拝む。,기도합니다,祈祷,KEEP
拝む,2,2026,pray,25,神社で神様を拝む。,기도해요,祈祷,DISCARD
誤る,2,1781,take the wrong path,25,道を誤ると、迷子になります。,잘못,走错路,KEEP
誤る,2,2650,to make a mistake *DIFF*,25,人は誰でも判断を誤ることがある。,실수하다,犯错误,DISCARD
翻す,2,1783,turn,25,本を翻す。,넘기다,翻,KEEP
翻す,2,2267,Flip *DIFF*,25,本を翻す。,뒤집다,翻阅,DISCARD
瀬戸際,2,1785,brink,25,会社は瀬戸際です。,벼랑 끝,边缘,KEEP
瀬戸際,2,2333,brink,25,会社は瀬戸際です。,벼랑 끝,危急关头,DISCARD
精巧,2,1792,elaborate,25,これはとても精巧な人形です。,정교,精巧,KEEP
精巧,2,4221,elaborate,25,その時計は精巧な作りで、細部まで美しかった。,정교한,精巧,DISCARD
物議,2,1796,controversy,25,そのニュースは物議をかもしました。,물의,争议,KEEP
物議,2,5303,public discussion (criticism) *DIFF*,25,彼の突然の辞任は、大きな物議を醸した。,논란,争议,DISCARD
無口,2,1798,taciturn,25,彼は無口です。,과묵합니다,沉默寡言,KEEP
無口,2,5555,reticence *DIFF*,25,彼は無口な性格だが、仕事はいつも丁寧だ。,과묵,寡言,DISCARD
理屈,2,1800,reason,25,彼の理屈はちょっと変です。,논리,理由,KEEP
理屈,2,5761,theory *DIFF*,25,彼の説明は理屈は通っているが、現実的ではない。,이론,理论,DISCARD
善し悪し,2,1802,good or bad,25,このりんごの善し悪しを見てください。,좋고 나쁨,好坏,KEEP
善し悪し,2,5740,good or bad,25,人の善し悪しは見た目だけでは判断できません。,좋고 나쁨,好坏,DISCARD
顧みる,2,1805,reflect,25,過去を顧みる。,되돌아본다,回顾,KEEP
顧みる,2,3049,to look back *DIFF*,25,過去を顧みることで、未来への教訓が得られる。,되돌아보다,回顾,DISCARD
鍛える,2,1806,exercise,25,毎日、体を鍛える。,단련,锻炼,KEEP
鍛える,2,3288,to forge *DIFF*,25,彼は毎日体を鍛えている。,단련하다,锻造,DISCARD
凌ぐ,2,1807,avoid,25,雨を凌ぐために、店に入りました。,피하기,避雨,KEEP
凌ぐ,2,3904,to outdo *DIFF*,25,彼は競争相手を凌ぐために、毎日懸命に練習した。,능가하다,超越,DISCARD
ぼやく,2,1814,complains,25,彼はいつも仕事についてぼやく。,불평한다,抱怨,KEEP
ぼやく,2,5439,to grumble *DIFF*,25,彼はいつも給料が安いとぼやいている。,투덜거리다,嘀咕,DISCARD
世知辛い,2,1834,hard,25,世知辛い世の中ですが、頑張りましょう。,세상살이,世道艰难,KEEP
世知辛い,2,2301,tough *DIFF*,25,世知辛い世の中ですが、頑張りましょう。,야박하다,艰难的,DISCARD
健やか,2,1839,healthy,25,赤ちゃんは健やかに育っています。,건강하게,健康,KEEP
健やか,2,4183,vigorous *DIFF*,25,子供たちが健やかに成長することを願っています。,활기찬,充满活力的,DISCARD
あたかも,2,1843,As if,25,彼女はあたかも天使のように見えます。,마치,好像,KEEP
あたかも,2,2326,As if,25,彼女はあたかも天使のように見えます。,마치,好像,DISCARD
しいて,2,1846,If I had to say,25,しいて言うなら、これが好きです。,굳이,如果非要说,KEEP
しいて,2,2138,If I had to say,25,しいて言うなら、私は犬が好きです。,굳이,如果非要说,DISCARD
儚い,2,1853,fleeting,25,子供の夢は儚い。,덧없다,虚幻,KEEP
儚い,2,2042,ephemeral *DIFF*,25,桜の花は儚い。,덧없다,虚幻的,DISCARD
騒がしい,2,1864,noisy,25,学校はいつも騒がしいです。,소란스럽다,嘈杂,KEEP
騒がしい,2,2076,noisy,25,教室はとても騒がしいです。,소란스럽다,嘈杂,DISCARD
しなやか,2,1865,flexible,25,彼女の体はしなやかです。,유연합니다,柔软,KEEP
しなやか,2,2192,graceful *DIFF*,25,彼女のダンスはしなやかです。,유연합니다,优美,DISCARD
重宝,2,1868,Very useful,25,このペンはとても重宝しています。,유용하게,非常有用,KEEP
重宝,2,4122,priceless treasure *DIFF*,25,この多機能ペンは、会議中にメモを取るのにとても重宝しています。,무가지보,无价之宝,DISCARD
極めて,2,1872,extremely,25,この本は極めて面白いです。,매우,极其,KEEP
極めて,2,3383,exceedingly *DIFF*,25,この技術は極めて画期的な進歩だ。,극도로,极其,DISCARD
うっとり,2,1873,entranced,25,彼女は美しい音楽にうっとりしている。,넋을 잃고,陶醉,KEEP
うっとり,2,2105,entranced,25,彼女は音楽にうっとりしている。,넋을 잃고,沉醉,DISCARD
徐に,2,1877,Slowly,25,彼は徐に立ち上がった。,서서히,慢慢地,KEEP
徐に,2,2309,Slowly,25,彼は徐に立ち上がった。,서서히,慢慢地,DISCARD
足が出る,2,1891,went over budget,25,旅行でお土産をたくさん買って、足が出ました。,초과 지출했어요,超支了,KEEP
足が出る,2,2114,over budget *DIFF*,25,旅行で足が出ました。,적자가,超支,DISCARD
まちまち,2,1905,vary,25,意見は人によってまちまちです。,각각,各不相同,KEEP
まちまち,2,2312,vary,25,意見は人によってまちまちです。,각각,不一样,DISCARD
呆気に取られる,2,1919,taken aback,25,突然の出来事に、彼は呆気に取られた。,어안이 벙벙해졌다,感到吃惊,KEEP
呆気に取られる,2,2113,taken aback,25,突然の出来事に、彼は呆気に取られた。,어안이 벙벙해졌다,惊呆,DISCARD
途方に暮れる,2,1920,at a loss,25,道に迷って、途方に暮れた。,어찌할 바를 몰랐다,不知所措,KEEP
途方に暮れる,2,2112,at a loss,25,道に迷って、途方に暮れた。,어찌할 바를 몰랐다,不知所措,DISCARD
反故にする,2,1927,break,25,約束を反故にするのは良くない。,백지화하다,违背,KEEP
反故にする,2,2314,break,25,約束を反故にするのは良くない。,어기는,违背,DISCARD
カルチャー,2,1929,Culture,25,日本のカルチャーが好きです。,문화,文化,KEEP
カルチャー,2,2167,Culture,25,日本には特別なカルチャーがあります。,문화,文化,DISCARD
リストラ,2,1937,restructuring,25,会社はリストラをしました。,구조조정,裁员,KEEP
リストラ,2,2165,restructuring,25,会社はリストラをしました。,구조조정,裁员,DISCARD
ドリル,2,1938,drill,25,私はドリルで穴を開けます。,드릴,钻头,KEEP
ドリル,2,5960,drill,25,壁に穴を開けるためにドリルを使いました。,드릴,电钻,DISCARD
カルテ,2,1940,medical chart,25,先生はカルテを見ました。,진료 기록,病历,KEEP
カルテ,2,5868,(de:) (n) clinical records (de: Karte) *DIFF*,25,看護師は患者のカルテに新しい情報を記入した。,진료 기록,病历,DISCARD
ジレンマ,2,1941,dilemma,25,お金が欲しいけど、働きたくない。ジレンマだ。,딜레마,进退两难,KEEP
ジレンマ,2,2124,dilemma,25,どちらを選んでも悪い結果になる、ジレンマだ。,딜레마,困境,DISCARD
モラル,2,1944,morality,25,モラルを守ることは大切です。,도덕,德,KEEP
モラル,2,2123,morals *DIFF*,25,モラルを守ることは大切です。,모럴,德,DISCARD
コスト,2,1946,cost,25,この車はコストが高いです。,비용,成本,KEEP
コスト,2,2164,cost,25,この車はコストが高いです。,비용,成本,DISCARD
捗る,2,1952,progressing,25,勉強が捗る。,진행된다,进展,KEEP
捗る,2,5048,to make progress *DIFF*,25,今日は集中できたので、仕事がとても捗った。,진전을 보이다,取得进展,DISCARD
じっくり,2,1965,carefully,25,この本をじっくり読んでください。,꼼꼼히,仔细,KEEP
じっくり,2,4096,deliberately *DIFF*,25,この問題については、じっくりと考えてから結論を出したいです。,의도적으로,故意,DISCARD
面倒だ,2,1970,pain,25,宿題は面倒だ。,귀찮다,麻烦,KEEP
面倒だ,2,2046,troublesome *DIFF*,25,宿題はちょっと面倒だ。,귀찮다,麻烦,DISCARD
ヒント,2,1976,hint,25,これ は ヒント です。,힌트,提示,KEEP
ヒント,2,5976,hint,25,試験のヒントを教えてください。,힌트,提示,DISCARD
言い訳,2,1987,excuse,25,彼はいつも言い訳をします。,변명,借口,KEEP
言い訳,2,2686,excuse,25,彼は遅刻の言い訳ばかりしている。,변명,借口,DISCARD
阻止,2,1992,prevented,25,警察は犯罪を阻止した。,저지했다,阻止,KEEP
阻止,2,4345,obstruction *DIFF*,25,警察はデモ隊が道路を封鎖するのを阻止した。,방해,阻碍,DISCARD
閉口,2,1994,exasperated,25,彼の言い訳には閉口した。,질렸어요,无语,KEEP
閉口,2,5324,shut mouth *DIFF*,25,彼の延々と続く愚痴には閉口した。,입 다물다,闭嘴,DISCARD
体裁,2,1998,Appearance,25,彼は体裁を気にする。,체면,面子,KEEP
体裁,2,4663,decency *DIFF*,25,彼は人前で体裁を保つために嘘をついた。,품위,礼仪,DISCARD
比率,2,2004,ratio,25,男女の比率は半々です。,비율,比例,KEEP
比率,2,5211,ratio,25,今年の売上高に対する利益の比率は昨年より改善されました。,비율,比例,DISCARD
趣旨,2,2008,Purpose,25,会議の趣旨は重要です。,취지,宗旨,KEEP
趣旨,2,3964,object *DIFF*,25,この会議の趣旨は、今後の計画について話し合うことです。,목적,目的,DISCARD
慌ただしい,2,2012,Hectic,25,朝はいつも慌ただしいです。,정신없습니다,匆忙,KEEP
慌ただしい,2,2672,busy *DIFF*,25,朝はいつも慌ただしいので、ゆっくりと朝食を食べる時間がない。,바쁘다,忙,DISCARD
面目,2,2020,face,25,先生に面目ないです。,면목,脸,KEEP
面目,2,5602,face,25,彼の失敗はチームの面目を失わせた。,얼굴,脸,DISCARD
滞る,2,2021,delayed,25,支払いが滞る。,지연되다,滞后,KEEP
滞る,2,4795,to stagnate *DIFF*,25,家賃の支払いが滞ると、生活に支障が出る可能性がある。,정체되다,停滞,DISCARD
尊い,2,2044,precious,25,あなたの笑顔は尊いです。,소중합니다,珍贵,KEEP
尊い,2,4441,precious,25,命は尊いものであり、大切にしなければならない。,소중한,珍贵的,DISCARD
月並み,2,2052,Commonplace,25,月並みなアイデアですね。,평범한,普通,KEEP
月並み,2,4611,every month *DIFF*,25,彼のスピーチはいつも月並みな内容で、聴衆を飽きさせてしまう。,매달,每个月,DISCARD
滞納,2,2053,arrears,25,税金の滞納は問題です。,체납,拖欠,KEEP
滞納,2,4408,non-payment *DIFF*,25,家賃の滞納が続いたため、最終的に強制退去となってしまった。,미납,未付款,DISCARD
崇拝,2,2061,worship,25,彼はアイドルを崇拝しています。,숭배합니다,崇拜,KEEP
崇拝,2,4174,worship,25,多くの人々は古代の神々を崇拝していました。,숭배하다,崇拜,DISCARD
騙す,2,2063,swindles,25,彼はお金を騙す。,속여,骗,KEEP
騙す,2,4507,to trick *DIFF*,25,人を騙してはいけません。,속이다,欺骗,DISCARD
挑戦,2,2069,challenge,25,新しい仕事に挑戦します。,도전,挑战,KEEP
挑戦,2,4570,challenge,25,彼は新たなキャリアに挑戦することを決めた。,도전,挑战,DISCARD
食い違う,2,2094,contradict,25,二人の証言は食い違う。,엇갈린다,不一致,KEEP
食い違う,2,3418,to cross each other *DIFF*,25,二人の証言が食い違っており、真実がどこにあるのか分からなかった。,교차하다,相交,DISCARD
丸で,2,2130,Just like,25,彼女は丸で人形のようです。,마치,一样,KEEP
丸で,2,5498,quite *DIFF*,25,彼は丸で別人のように振る舞った。,꽤,相当,DISCARD
粋,2,2150,Stylish,25,彼のかばんは粋だ。,세련,潇洒,KEEP
粋,2,2697,chic *DIFF*,25,彼女の着物姿はとても粋で、皆の目を引いた。,세련된,别致,DISCARD
危機,2,2161,crisis,25,会社は危機です。,위기,危机,KEEP
危機,2,3263,crisis,25,世界は深刻な食料危機に直面している。,위기,危机,DISCARD
コメント,2,2166,comment,25,コメントありがとうございます。,댓글,评论,KEEP
コメント,2,5884,comment,25,その記事にコメントを残しました。,댓글,评论,DISCARD
経費,2,2168,Expenses,25,会議の経費は1万円です。,경비,经费,KEEP
経費,2,3484,expenses,25,出張の交通費は会社の経費でまかなわれます。,경비,费用,DISCARD
極端,2,2174,extreme,25,極端な例は良くないです。,극단,极端,KEEP
極端,2,3365,extreme,25,彼の意見はいつも極端で、なかなか合意に至らない。,극단적,极端,DISCARD
研ぐ,2,2175,sharpen,25,私は包丁を研ぐ。,갈아요,磨,KEEP
研ぐ,2,4773,to sharpen *DIFF*,25,料理の前に包丁を研ぐ。,갈다,磨,DISCARD
ぼつぼつ,2,2178,little by little,25,雨がぼつぼつ降り始めた。,조금씩,淅淅沥沥,KEEP
ぼつぼつ,2,5437,gradually *DIFF*,25,そろそろぼつぼつ仕事に取り掛かろうか。,점점,逐渐,DISCARD
ぺこぺこ,2,2181,hungry,25,おなかがぺこぺこ。,배가,肚子饿,KEEP
